sample.id,sample.date,day,g__Methanobrevibacter,g__Methanosphaera,g__,g__,g__Actinomyces,g__Varibaculum,g__,g__Corynebacterium,g__Blastococcus,g__,g__Rothia,g__Rhodococcus,g__Propionibacterium,g__,g__Alloscardovia,g__Bifidobacterium,g__,g__Adlercreutzia,g__Atopobium,g__Collinsella,g__Eggerthella,g__Slackia,g__,g__5-7N15,g__Bacteroides,g__Parabacteroides,g__Porphyromonas,g__Prevotella,g__,g__Alistipes,g__,g__,g__Butyricimonas,g__Odoribacter,g__Paraprevotella,g__YRC22,g__[Prevotella],g__,g__Cloacibacterium,g__,g__,g__,g__,g__,g__Bacillus,g__Paenibacillus,g__,g__Lysinibacillus,g__Rummeliibacillus,g__Sporosarcina,g__Staphylococcus,g__,g__Granulicatella,g__Enterococcus,g__Vagococcus,g__,g__Lactobacillus,g__Pediococcus,g__,g__Leuconostoc,g__Lactococcus,g__Streptococcus,g__Turicibacter,g__,g__,g__Christensenella,g__,g__02d06,g__Clostridium,g__SMB53,g__Sarcina,g__Dehalobacterium,g__,g__Pseudoramibacter_Eubacterium,g__,g__Anaerostipes,g__Blautia,g__Coprococcus,g__Dorea,g__Lachnobacterium,g__Lachnospira,g__Moryella,g__Oribacterium,g__Roseburia,g__Ruminococcus,g__[Ruminococcus],g__,g__Peptococcus,g__rc4-4,g__,g__,g__Anaerotruncus,g__Clostridium,g__Faecalibacterium,g__Oscillospira,g__Ruminococcus,g__,g__Anaerovibrio,g__Dialister,g__Megamonas,g__Megasphaera,g__Phascolarctobacterium,g__Veillonella,g__,g__Mogibacterium,g__Anaerococcus,g__Finegoldia,g__Parvimonas,g__Peptoniphilus,g__WAL_1855D,g__ph2,g__,g__,g__Bulleidia,g__Catenibacterium,g__Clostridium,g__Coprobacillus,g__Holdemania,g__RFN20,g__[Eubacterium],g__cc_115,g__Fusobacterium,g__Leptotrichia,g__,g__Victivallis,g__,g__Bosea,g__Phyllobacterium,g__Carludovica,g__Raphanus,g__,g__,g__,g__Sutterella,g__,g__Alicycliphilus,g__Comamonas,g__Limnohabitans,g__,g__Cupriavidus,g__Herminiimonas,g__Oxalobacter,g__Ralstonia,g__,g__Conchiformibius,g__Neisseria,g__,g__Dechloromonas,g__,g__Bilophila,g__Desulfovibrio,g__,g__Campylobacter,g__,g__Succinivibrio,g__Cardiobacterium,g__,g__Aquamonas,g__Enterobacter,g__Erwinia,g__Escherichia,g__Klebsiella,g__Leminorella,g__Morganella,g__Plesiomonas,g__Proteus,g__Providencia,g__Raoultella,g__Salmonella,g__Serratia,g__Legionella,g__,g__Aggregatibacter,g__Haemophilus,g__,g__Acinetobacter,g__Psychrobacter,g__Pseudomonas,g__,g__Pseudoxanthomonas,g__Stenotrophomonas,g__Pyramidobacter,g__Synergistes,g__,g__,g__,g__Akkermansia
X10283.LS.7.14.2013,2013-07-14,10,2e-04,0.000266667,0,0,0.000133333,6.67e-05,0,0,0,0,0,0,0,0,0,0.001933333,0.002333333,6.67e-05,0,0.0012,0,0,0,0,0.223333333,0.0608,0,0.0268,0.0494,2e-04,0,0.002933333,0.0038,0.000933333,0,0,0,0,0,0,0,6.67e-05,0,0,6.67e-05,0,0,0,0,0,0,0.000266667,0,0,6.67e-05,0,0,0,0,0,0,6e-04,0,0.025733333,0.001,0,0.000933333,0,0.003933333,0,0,0.000133333,0,0,0.0962,0.000533333,0.026666667,0.017133333,0.0108,0.000266667,0.036,6.67e-05,6.67e-05,0.028866667,0,0.0016,0.000133333,0,6.67e-05,0.000133333,0.1124,0,0,0.123866667,0.012133333,0.079333333,0,0,0.000533333,6.67e-05,0,0.013266667,0.000733333,6.67e-05,0,6.67e-05,0,0,0,0,0,0,0.012133333,0,0,0,0,0.000266667,0,6.67e-05,0,4e-04,0,6.67e-05,0,0.003466667,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0.002733333,0,0,0,0,0,0,0,6.67e-05,0,0,0,0,0.000133333,0,0,0,0,0,0,0,0,6.67e-05,6.67e-05,0,0,0,0,0,0,0,0,0,0,0.002,0,0.002533333
X10283.LS.9.3.2013,2013-09-03,11,0.002333333,0.000733333,0,0,2e-04,6.67e-05,0,0,0,0,0,0,0,0,0,0.0058,0.0014,0,0,0.0014,0,0,0,0,0.120133333,0.032666667,0,0.047666667,0.024,6.67e-05,0,0.000933333,0.002866667,0.000733333,0,0,0,0,0,0,0,0,0,6.67e-05,0,0,0,0,0,0,0,0.000133333,6.67e-05,0,0,0,0,0,0,0,0,0.000266667,6.67e-05,0.0316,0.000733333,0,6e-04,0,0.0434,0,0,2e-04,0,0,0.074866667,0.001466667,0.0218,0.017333333,0.0134,6.67e-05,0.062266667,0,6.67e-05,0.005533333,0,0.0022,8e-04,0,0,6.67e-05,0.115,0.000333333,0,0.2202,0.012866667,0.064666667,0,0,0.000333333,0,0,0.004,0.000266667,0.000133333,6.67e-05,0,0,0,0,0,0,0,0.014266667,0,0,0,0.000133333,0.000133333,0.000133333,0,0,0.000333333,0,0,0.000133333,0.035733333,0,0,0,0,0,0.000133333,0,0.004866667,0,0,0,0,6.67e-05,0,0,6.67e-05,0,0,0,0,0,0,0,0.0042,0.002066667,0,0,0,0,0,0.000533333,0,0,0,0,0,0,6.67e-05,0,0,0,0,0,0,0,0,0.000133333,0.000133333,0,0,0,0,0,0,0,0,0,0,2e-04,0,8e-04
X10283.LS.9.24.2013,2013-09-24,12,0.002,0.001466667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092,0.001466667,0.000133333,0,0.003533333,0.000133333,0,0,0,0.074066667,0.0416,6.67e-05,0.046666667,0.047733333,0,0,0.001733333,0.004533333,0.001533333,0,0,0,0,0,0,0,6.67e-05,0,0,0,0,0,0,0,0,0,0.000133333,6.67e-05,0,0,0,0,6.67e-05,0,0,0,0.001466667,0,0.028866667,0.0018,6.67e-05,0.000533333,0,0.0532,0,0,0,0,6.67e-05,0.069533333,6.67e-05,0.026733333,0.027533333,0.0058,0,0.097133333,0,0,0.004733333,0,0.0024,0.000266667,0,0,4e-04,0.113133333,0.000133333,0,0.206133333,0.025666667,0.038733333,0,0,0.000666667,0.000133333,0,0.004066667,0.000466667,0,0,0,0,0.000133333,0,0,0,0,0.025266667,6.67e-05,0,0,0,4e-04,6e-04,0.000133333,0,0.000266667,0,0,0.000133333,0.0076,0,0,0,0,0,0.000133333,0,0.0086,0,0,0,0,2e-04,0,0,0,0,0,0,0,0,0,0,0.004133333,0.0028,0,6.67e-05,0,6.67e-05,0,8e-04,2e-04,6.67e-05,0,0,6.67e-05,0,2e-04,0,0,0,0,0,6.67e-05,0,6.67e-05,6.67e-05,2e-04,0,6.67e-05,0,0,0,0.000133333,0,0,0,0,0.001266667,0,0.000266667
X10283.LS.11.10.2013,2013-11-10,13,0.000466667,0.000666667,0,6.67e-05,6.67e-05,0,0,6.67e-05,0,0,0,0,0,0,0,0.0038,0.000333333,6.67e-05,0,0.000866667,0.000133333,0,0,0,0.16,0.043933333,0,0.0976,0.050733333,6.67e-05,0,0.002066667,0.0058,0.001666667,0,0,0,0,0,0,0,6.67e-05,0,0.000533333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003933333,0,0.047733333,0.001,0,0.000533333,0,0.022066667,0,0,0.000133333,0,0,0.081,2e-04,0.021133333,0.0178,0.007933333,0,0.0702,0,0,0.007533333,0,0.001466667,0.000666667,0,0.000133333,0,0.097466667,0.000133333,0,0.123,0.015266667,0.053933333,0.000133333,0,0.000133333,0,0,0.008133333,4e-04,6.67e-05,0.000133333,0,0,0,0,0,0,0,0.010866667,0,0,0,0,0.000266667,0.000266667,6.67e-05,0,2e-04,0,0,0.000133333,0.0254,0,0,0,0,0,6.67e-05,6.67e-05,0.004133333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002133333,0.001066667,0,0,0,0,0,0.000933333,0,0,0,0,0,0,6.67e-05,0,0,0,0,0,0,0,0,6.67e-05,6.67e-05,0,0,0,0,0,0,0,0,0,0,0.002266667,0,0.000666667
X10283.LS.12.14.2013,2013-12-14,14,0.0014,0.001133333,0,0,6.67e-05,0,0,0,0,0,0,0,0,0,0,0.013466667,0.001066667,0,0,0.000866667,0,0,6.67e-05,0,0.2094,0.099933333,0,0.0068,0.073533333,0,0,0.0036,0.006666667,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133333,0,0.038333333,0.007,6.67e-05,0.0012,6.67e-05,0.0224,0,0,2e-04,0.000133333,0,0.089,0.0012,0.0154,0.009533333,0.003533333,0,0.023266667,0,0,0.001933333,0,0.004333333,6.67e-05,0,0,0,0.127866667,4e-04,0,0.103133333,0.0084,0.041266667,0,0,2e-04,0,0,0.011,0.000266667,0.000133333,0,0,0,6.67e-05,0,0,0,0,0.010866667,0,6.67e-05,0,0,0.0012,0,6.67e-05,0,0.000333333,0,0,0.000333333,0.033133333,0,0,0,0,0,0,6.67e-05,0.004466667,0,0,0,0,0.000266667,0,0,0,0,0,6.67e-05,0,0,0,0,0.007266667,0.0036,0,0,0,0,0,0.000133333,0,0,0,0,0,0,0,0,0,0,0,0,6.67e-05,0,0,0.000266667,6.67e-05,0,0,0,0,0,0,6.67e-05,0,6.67e-05,0,0.000133333,0,0.007533333
X10283.LS.1.19.2014,2014-01-19,15,0.001466667,0.001866667,0,0,0.000133333,0,0,6.67e-05,0,0,0,0,0,0,0,0.001866667,0.001,0.000266667,0,0.002933333,0,0,0,0,0.179133333,0.123266667,0,0.005866667,0.0908,0.000266667,0,0.006333333,0.011933333,0.002133333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000466667,0,0,0,0,0,0,0,0,0,0.000666667,0,0.033533333,0.001066667,0,0.001866667,0,0.014933333,0,6.67e-05,2e-04,0,6.67e-05,0.036666667,0.000666667,0.0418,0.0334,0.002666667,6.67e-05,0.025933333,0,0,0.0032,0,0.004266667,0,0,0,6.67e-05,0.105,0.000133333,0,0.0334,0.004133333,0.0216,0,0,4e-04,0,0,0.000733333,0,0.000133333,0,0,0,0.000333333,0,0,0,0,0.014866667,0,0,0,0.000133333,0.000666667,0,2e-04,6.67e-05,0.0038,0,0,0.000666667,0.028866667,0,0,0,0,0,0,0,0.010466667,0.000933333,0,0,0,2e-04,0,0,0,0,0,0.000133333,6.67e-05,0,0,0,0.006933333,0.0046,0,6.67e-05,0,0,0,2e-04,0,0,0,0,0,0,0.000466667,0,0,0,0,0,0,0,0,4e-04,4e-04,0,0,0,0,0,0,6.67e-05,0,0,0,0.000266667,0,0.128733333
X10283.LS.2.17.2014,2014-02-17,16,0.0012,0.001133333,0,0,0,2e-04,0,0,0,0,0,0,0,0,0,0,0.0024,6.67e-05,0,0.001066667,6.67e-05,0,0,0,0.263266667,0.072666667,2e-04,0.005,0.088466667,0.000266667,0,0.014133333,0.007,0.002266667,0,0,0,0,6.67e-05,0,0,0,0,0,6.67e-05,0,0,0,0,0,0,4e-04,0,0,0,0,0,0,0,0,0,0.000133333,0,0.039866667,0.012733333,6.67e-05,0.001533333,6.67e-05,0.004933333,0,0,2e-04,0,2e-04,0.043533333,6.67e-05,0.014733333,0.042733333,0.015266667,0,0.0124,0,0,0.002466667,6.67e-05,0.005533333,0,0,0,2e-04,0.159533333,0.000466667,6.67e-05,0.03,0.006866667,0.013666667,6.67e-05,0,0.000333333,6.67e-05,0,0.012866667,6.67e-05,0.001266667,0,0,0,0.002466667,0.000133333,6.67e-05,0,0.000333333,0.013933333,0,0,0,0.000866667,2e-04,0,0.000133333,0,0.008733333,0,0,2e-04,0.020533333,0,0.000266667,0,0,0,0,0,0.004866667,0,0,6.67e-05,0,0.000666667,0,0,0,0,0,0.000333333,0,0,0,0,0.007666667,0.003533333,0,6.67e-05,0,0,0,6.67e-05,0,0,0,0,0,0,0.000466667,0,0,0,0,0,0,0,0,2e-04,0,0,0,0,0,0,0,0.000466667,0,0.000466667,0,6e-04,0,0.050733333
X10283.LS.3.23.2014,2014-03-23,17,0.000933333,0.000466667,0,0,0,0,0,0,0,0,6.67e-05,0,0,0,0,0.000133333,0.001266667,6.67e-05,0,0.000333333,0,0,0,0,0.212466667,0.080466667,0,0.016266667,0.046466667,0.000133333,6.67e-05,0.005066667,0.008266667,0.002133333,0,0,0,0,0,0,0,6.67e-05,0,0,0,0,0,0,0,0,0,0,6.67e-05,0,0,0,6.67e-05,0,0,0,0,2e-04,0,0.0582,0.005533333,6.67e-05,0.001733333,0,0.007133333,0,0,4e-04,0,0,0.057933333,0.002666667,0.012533333,0.0392,0.003666667,6.67e-05,0.0308,0,0,0.004466667,0,0.0024,2e-04,0,6.67e-05,0,0.126133333,0.000133333,0,0.1134,0.013666667,0.019866667,0,0,2e-04,6.67e-05,0,0.008933333,0.000133333,2e-04,0,0,0,6.67e-05,0,0,0,0,0.018733333,0,0,0,0.000133333,6.67e-05,0,6.67e-05,0,0.000133333,0,0,0.000266667,0.0378,0,0,0,0,0,6.67e-05,6.67e-05,0.006466667,0,0,0,0,0.000266667,0,0,6.67e-05,0,0,0,0,0,0,0,0.003066667,0.002733333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,0,0,6.67e-05,0,0,6.67e-05,6.67e-05,0,0,0,0,0,0.000266667,0,0.001933333,0,0.0426
X10283.LS.5.4.2014,2014-05-04,18,0.0038,0.002133333,0,0,6.67e-05,0.000333333,0,6.67e-05,0,0,6.67e-05,0,0,0,0,0.000666667,0.002733333,0.000333333,0,4e-04,0,0,0,0,0.151533333,0.0786,0,0.014733333,0.0998,0.000333333,6.67e-05,0.010266667,0.003133333,0.0024,0,0,0,0,0,0,0.000333333,0,0,6.67e-05,0,0,0,0,0,0,0,0.000466667,0,0,0,0,6.67e-05,0,0,0,0,0.001,0,0.032,0.008533333,0,0.002066667,0.000133333,0.018866667,0,0,0.000466667,6.67e-05,6.67e-05,0.044133333,2e-04,0.015933333,0.040066667,0.041466667,0.000133333,0.016933333,0,0,0.0016,0,0.010133333,0,0,0,0.000133333,0.2054,6e-04,0,0.045533333,0.008066667,0.018,0,0,2e-04,6.67e-05,0,0.0126,0,0.000666667,0,0,0,0.0014,0.000133333,6.67e-05,0,6.67e-05,0.0206,0,0,0,0.000133333,0.000133333,0,0.0012,6.67e-05,0.002866667,0,0,0,0.0036,0,0,0,0,0,0,0.000133333,0.007266667,0,0,0,0,0.002733333,0,6.67e-05,6.67e-05,2e-04,0,6.67e-05,0,0,0,0,0.009466667,0.005733333,0,0,0,0,0,2e-04,0,0,0,0,0,0,0.000533333,0,0,0,0,0,0,0,0,0.000666667,6.67e-05,6.67e-05,0,0,0,0,0,0,0,0.000333333,0,0.001,0,0.043666667
X10283.LS.6.16.2014,2014-06-16,19,0.000666667,6e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133333,8e-04,0,0,0.000466667,0,0,0,0,0.176466667,0.0922,6.67e-05,0.0608,0.103666667,6.67e-05,0,0.0066,0.0086,0.003,6.67e-05,0,6.67e-05,0,0,0,0,0.004266667,0,0,0,0,0,0,0,0,0,0,0,2e-04,0,0,0,0,0,0,0,0,6.67e-05,0.0336,0.001533333,0,0.001066667,0,0.016133333,0,0,0.000133333,0,0,0.059266667,0.001333333,0.0142,0.085266667,0.005266667,0.000266667,0.0308,0,0,0.0046,0,0.002333333,4e-04,0,2e-04,2e-04,0.097866667,6e-04,0,0.049333333,0.0108,0.0272,0,0,0.000133333,0,6.67e-05,0.005066667,0.000333333,2e-04,0,0,0,0,6.67e-05,0,0,6.67e-05,0.006733333,0,0,0,0,0.000133333,6.67e-05,6.67e-05,0,2e-04,0,0,6.67e-05,0.011866667,0,0,0,0,0,6.67e-05,0.000133333,0.012,0,0,0,0,6e-04,0,0,6.67e-05,0,0,0,0,0,0,0,0.003,0.001866667,0,0,0,6.67e-05,0,4e-04,0,0,0,0,0,0,2e-04,0,0,0,0,0,6.67e-05,0,0,0,0,0,0,0,0,0,0,6.67e-05,0,6.67e-05,0,0.001133333,0,0.054
X10283.LS.7.27.2014,2014-07-27,20,0.001666667,0.000666667,0,0,2e-04,0.000133333,0,0,0,0,0,0,0,0,0,0,0.0012,0.000133333,6.67e-05,6e-04,0,6.67e-05,0,0,0.1832,0.047333333,0,0.041,0.079866667,0.000133333,0,0.012733333,0.0046,0.001666667,0,0,0,0,0,0,0,0.008533333,0,0,0,0,6.67e-05,0,0,0,0,4e-04,6.67e-05,0,0,0,0,0,0,0,0,6e-04,0,0.0396,0.0046,0,0.001,6.67e-05,0.007866667,0,0,0.000133333,0,6.67e-05,0.0576,0.000666667,0.0258,0.038466667,0.032266667,0,0.0234,0,0,0.0036,0,0.0042,0,0,0,6.67e-05,0.119933333,0.000333333,0,0.085266667,0.007666667,0.0228,0,0,0,0,0,0.0092,0.000133333,0.000533333,0,0.000133333,0,0.000533333,0,0,0,0,0.007066667,0,0,0,0.0016,0.000133333,0,0.000533333,0,0.001466667,0,0,0,0.008933333,0,0,0,0,0,0,0,0.005266667,0,0,0,0,0.000133333,0,0,0,0,0,0,0,0,0,0,0.004066667,0.007533333,0,0,0,0,0,0.003866667,0,0,0,0,0,0,4e-04,6.67e-05,0,0,0,0,0.001666667,0,0,0.001533333,0,0,0,0,0,0,0,0,0,0.000266667,0,0.001133333,0,0.083466667
X10283.LS.8.22.2014,2014-08-22,21,0.0018,0.001066667,0,0,0.000133333,0,0,6.67e-05,0,0,6.67e-05,0,0,0,0,0.000666667,0.004066667,2e-04,0,0.003933333,0.000133333,0,0,0,0.096466667,0.030333333,0,0.0196,0.033,6.67e-05,0,0.003733333,0.0048,0.002133333,0,0,0,0,0,0,0,0.002866667,0,0,0,0,0,0,0,0,0,0.000133333,0,0,0,0,6.67e-05,0,0,0,0,0.001,0,0.078466667,0.0012,0,0.000733333,0,0.011066667,0,6.67e-05,0.000333333,0,0,0.113,6e-04,0.0472,0.081666667,0.0112,0,0.037066667,0,0,0.012333333,0,0.0128,6.67e-05,0,6.67e-05,4e-04,0.128466667,4e-04,0,0.145333333,0.005333333,0.040333333,0,0,0,0,0,0.0062,0.000266667,0.000466667,0,0,0,0.000133333,0,0,0,6.67e-05,0.013666667,0,0,0,0,0.000333333,0,0.000133333,0,6.67e-05,0,0,0.000133333,0.017066667,0,0,0,0,0,0,6.67e-05,0.0066,0,0,0,0,0.000266667,0,0,0,0,0,0,0,0,0,0,0.002066667,0.006666667,6.67e-05,0,0,0,0,6.67e-05,0,0,0,0,0,0,0.000133333,0,0,0,0,0,6.67e-05,0,0,6.67e-05,6.67e-05,0,0,0,0,0,0,6.67e-05,0,0,0,0.000133333,0,0.010666667
X10283.LS.8.25.2014,2014-08-25,22,0.004666667,0.001,0,0,0.000266667,0,0,0.000466667,0,0,0,0,6.67e-05,0,0,0.000533333,0.009133333,0.000333333,0,0.004666667,0.000466667,0,0,0,0.2104,0.036733333,6.67e-05,0.011733333,0.078,6.67e-05,0,0.009266667,0.004266667,0.001533333,0,0,6.67e-05,0,4e-04,0,0,0.000266667,0,0,0,0,0,0,0,0,0,0.000133333,0,6.67e-05,0,0,0,0,0,0,0,0.000666667,0,0.053666667,0.0048,0,0.001266667,0.000266667,0.004933333,0,0,0,0,6.67e-05,0.056666667,6.67e-05,0.0264,0.033533333,0.005866667,0,0.029,0,0.001733333,0.003,0,0.003533333,0,0,0,0.000266667,0.138133333,0.001533333,0,0.109266667,0.003266667,0.0164,0,0,0,0,0,0.014466667,0,0.001066667,0,0,0,0.001533333,0,0,0,0.000133333,0.0102,0,0,0,2e-04,0.000266667,0,6e-04,0,0.000533333,0,0,6.67e-05,0.0028,0,0,0,0,0,0,0,0.004533333,0,6.67e-05,6.67e-05,0,0.000933333,0,0,6.67e-05,0,0,0.000266667,0,0,0,0,0.001866667,0.000866667,0,0,0,0,0,6.67e-05,0,0,0,0,0,0,0,0,0,0,0,0,6.67e-05,0,0,6.67e-05,0,0,6.67e-05,0,0,0,0,0,0,2e-04,0,6.67e-05,0,0.09
X10283.LS.9.28.2014,2014-09-28,23,0.000666667,6e-04,0,0,0.000133333,0,0,0,0,0,6.67e-05,0,0,0,0,6.67e-05,0.0012,6.67e-05,0,0.001,0,0,0,0,0.189133333,0.0208,0,0.073933333,0.0322,6.67e-05,0,0.0034,0.004866667,0.002,0,0,0,0,0,0,0,0.0072,0,0,6.67e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001066667,0,0.060333333,0.000933333,0,0.001866667,6.67e-05,0.0126,0,0,0,0,0,0.120933333,0.000733333,0.024333333,0.059,0.0036,0.000133333,0.018466667,0,6.67e-05,0.0176,0,0.003933333,0,0,0.000266667,0,0.0918,2e-04,0,0.133,0.010666667,0.0374,0,0,0.000266667,0,0,0.0072,6e-04,2e-04,0,0,0,0.000133333,0,0,0,6.67e-05,0.008466667,0,0,0,0.000133333,2e-04,0,0.000133333,0,0.000133333,0,0,6.67e-05,0.011533333,0,0,0,0,0,0,0.000133333,0.005466667,6.67e-05,0,0,0,0.000333333,0,0,0,0,0,0,0,0,0,0,0.001666667,0.003266667,0,0,0,0,0,0.000266667,0,0,0,0,0,0,0.018866667,0,0,0,0,0,6.67e-05,0,0,0,2e-04,0,0,0,0,0,0,0,0,0,0,2e-04,0,0.003866667
X10283.LS.11.16.2014,2014-11-16,24,0.000933333,0.000666667,0,0,6.67e-05,6.67e-05,0,6.67e-05,0,0,0,0,0,0,0,4e-04,0.000466667,0.000133333,6.67e-05,0.001933333,0,0,0.000133333,0,0.138866667,0.022866667,0,0.136866667,0.0212,0,0,0.001133333,0.001066667,2e-04,0,0,6.67e-05,0,0,0,0,0.001933333,0,0,0,0,0,6.67e-05,0,0,0,2e-04,0,0,0,0,0,0,0,0,0,0.001,0,0.042266667,0.000866667,0,0.000533333,0,0.021533333,0,0,0,0,0,0.136,2e-04,0.022933333,0.075466667,0.007133333,0.001533333,0.028466667,0,0,0.017,0,0.005866667,0,0,0.000266667,0,0.097066667,0.000133333,0,0.131,0.0106,0.0216,0,0,0,0,0,0.006733333,2e-04,0.000333333,6.67e-05,0,0,0.001266667,0,0,0,0,0.008933333,6.67e-05,0,0,6.67e-05,0.000266667,0,6.67e-05,0,0.0026,0,0,0,0.000866667,0,0,0,0,0,0,6.67e-05,0.005466667,0.000666667,0,0,0,0,0,0,0,0,0,6.67e-05,0,0,0,0,0.002933333,0.003866667,0,0,0,0,0,0.000466667,0,0,0,0,0,0,0.0102,0,0,0,0,0,0,0,0,0.000733333,0,0,0,0,0,0,0,0,0,0,0,4e-04,0,0.0028
X10283.LS.12.7.2014,2014-12-07,25,0.001666667,0.000866667,0,0,0,0,0,0,0,0,6.67e-05,0,0,0,0,0.000133333,0.003,2e-04,0,0.002666667,0.000133333,6.67e-05,0.0022,0,0.1566,0.036,0,0.0174,0.031733333,2e-04,0,0.006533333,0.0054,0.002666667,0,0,0,0,0,0,0,0.006733333,0,6.67e-05,0,0,0,0,0,0,0,6.67e-05,0,0,0,0,0,0,0,0,0,2e-04,0,0.075733333,0.0024,0,0.0014,0,0.008866667,0,0,6.67e-05,0,6.67e-05,0.062333333,0.001066667,0.0352,0.034133333,0.008333333,6.67e-05,0.030333333,0,0,0.005066667,0,0.007933333,0,0,6.67e-05,0,0.138866667,0.000466667,0,0.1556,0.0078,0.032,0,0,6.67e-05,0,0,0.008733333,2e-04,0.000866667,0,0,0,0.000133333,0,6.67e-05,0,0.000133333,0.025,6.67e-05,0,0,6e-04,0.000266667,0,0.000266667,0,2e-04,0,0,6.67e-05,0.015333333,0,0,0,0,0,0,0,0.0088,4e-04,0,0,6.67e-05,6e-04,0,0,0.000133333,0,0,0,0,6.67e-05,0,0,0.003866667,0.006866667,0,0,0,0,0,0.0022,0,0,0,0,0,0,0.028466667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,0,0.000133333,0,0.0138
X10283.LS.12.17.2014,2014-12-17,26,0.000266667,0.000666667,0,0,6.67e-05,6.67e-05,0,0,0,0,0,0,0,0,0,4e-04,0.000733333,0,0,0.000466667,6.67e-05,0,0,0,0.246866667,0.0374,0,0.090733333,0.027533333,0.000133333,0,0.003,0.0032,0.0014,6.67e-05,0,0,0,0,0,0,0.0038,0,4e-04,0,0,0,0,0,0,0,0.000133333,6.67e-05,0,0,0,0,0,6.67e-05,0,0,0.0054,0,0.0588,0.002533333,0,0.001066667,6.67e-05,0.0148,0,0,0,6.67e-05,0,0.091333333,0.000333333,0.023,0.0374,0.003933333,0,0.010733333,0,0,0.015533333,0,0.003666667,0.000133333,0,0,0,0.0684,0.000133333,0,0.065333333,0.0102,0.019,6.67e-05,0,0.000266667,0,0,0.002733333,8e-04,0.000133333,0,0,0,2e-04,0,0,0,0,0.002866667,0,0,0,0,0,0,0,0,0.000933333,0,0,6.67e-05,0.0112,0,0,0,0,0,0,0,0.018666667,0,0,0,0,0.000266667,6.67e-05,0,0,0,0,0,0,0,0,0,0.005533333,0.003133333,0,0,0,0,0,0.011,0,0,0,0,0,0,0.083266667,0,0,0,0,6.67e-05,0,0,0,0.000533333,0.000266667,0,0,0,6.67e-05,0,0,0,0,0,0,0.0018,0,0.006666667
X10283.LS.1.6.2015,2015-01-06,27,0.000866667,0.0014,0,0,0,2e-04,0,0,0,0,0,0,0,0,0,6e-04,0.001266667,0.000133333,0,0.000466667,0,0,0,0,0.2716,0.044733333,0,0.036133333,0.0726,0.000266667,6.67e-05,0.015933333,0.005,0.001533333,0,0,0,0,0,0,0,4e-04,0,6.67e-05,0,0,0,0,0,0,0,6.67e-05,0,0,0,0,0.000133333,6.67e-05,0,0,0,0.0016,0,0.03,0.0042,0,0.001066667,0,0.014,0,0,0.000133333,0,0,0.065733333,0.0046,0.018466667,0.0232,0.012333333,0.000133333,0.0038,0,0,0.003266667,0,0.003466667,0,0,0,0.000466667,0.118533333,4e-04,0,0.046733333,0.003733333,0.016533333,0,0,0.000266667,0,0,0.0084,0.000333333,0.000533333,0,6.67e-05,0,0.000733333,0,0,0,0,0.006533333,0,0,0,0.000133333,6.67e-05,0,0.000266667,0,0.003133333,0,0,0,0.0054,0,0,0,0,0,0,0,0.003533333,0,0,0,0,0.000466667,0,0,0,0,0,6.67e-05,0,0,0,0,0.003266667,0.005066667,0,0,4e-04,0,0,0.002,0,0,0,0,0,0,0.035266667,0,0,0,0,0,0,0,0,6e-04,6.67e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.097466667
